Tweet,Correct Sentiment,Predicted Sentiment
The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon,neutral,positive
Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-),neutral,neutral
Android Ice Cream Sandwich is out! #android #Google,neutral,irrelevant
Hugo is buddies with 50 Cent? #google #android,neutral,irrelevant
RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations,neutral,irrelevant
#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google,neutral,irrelevant
"Haven't even freshened up, due to #Google's #IceCreamSandwichEvent. #OffToShower now.",neutral,irrelevant
"#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Googleu2026 http://t.co/nds5B4ej #BT",neutral,irrelevant
#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s,neutral,irrelevant
#Google Defaults to Encrypted HTTPS #Searches for Logged In Users [#Security] http://t.co/kzMZDxmE,neutral,irrelevant
#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes),neutral,irrelevant
The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich,neutral,positive
it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung,neutral,irrelevant
Guess what I spotted a couple days ago... didn't expect to see one especially in the West Village #Google http://t.co/Xop25kvU,neutral,irrelevant
@OccupyWallSt #Apple stock DOWN despite #iPhone monumental SALES = #ocuupy #GOOGLE & #Verizon--i smell a #conspiracy!,neutral,neutral
#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google,neutral,irrelevant
#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av,neutral,irrelevant
#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva,neutral,irrelevant
Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube,neutral,irrelevant
"#samsung #google #galaxynexus We got the lowdown after the Hong Kong press release, check it out: http://t.co/OWhYR0YJ",neutral,irrelevant
#ai #google #ai #samsung,neutral,irrelevant
DAMN!!! #Galaxy #Nexus #Google #Android http://t.co/DL3cNtEU time for me to upgrade my Nexus S xD,neutral,negative
"I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS.",neutral,positive
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT,neutral,irrelevant
#Google's open source search to end: http://t.co/h8PYttyr,neutral,irrelevant
the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid,neutral,irrelevant
Video of livestream of the Google/Samsung announcement froze. Damn my slow internet connection. #Google #Samsung,neutral,negative
#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva,neutral,irrelevant
"Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets",neutral,positive
#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva,neutral,irrelevant
#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral,irrelevant
On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,irrelevant
RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq,neutral,positive
RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia,neutral,irrelevant
RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ,neutral,positive
"Believe it or not #political process is changing across all countries. Thanks to new social media #Facebook , #twitter, #google+",neutral,irrelevant
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o,neutral,positive
#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,neutral,positive
#Microsoft's Ballmer: Weu2019re beating #Google in the #cloud http://t.co/XIq3v54f,neutral,irrelevant
RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung,neutral,irrelevant
"#google+ ...thoughts? to sign up or not to sign up, that is the question...",neutral,irrelevant
"RT @ChWilhelm: #Google Wallet adds #coupons, rewards, and more #retail partners http://t.co/1s3wWs54 #li",neutral,irrelevant
"Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)",neutral,positive
"RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",neutral,positive
#SEO Tip:Examine #Google #Analytics reports frequently.Check the conversion and bounce rate+analyze traffic sources,neutral,irrelevant
#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva,neutral,irrelevant
RT @bleublancrouge_: Surprising !Google's Management Isn't Using #Google+ : http://ow.ly/6QuOk @degusta,neutral,irrelevant
#Android #Google Need Proof of Verizonu2019s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva,neutral,irrelevant
WebGL infinite bookcase UI http://t.co/bvu1qtkT #google,neutral,irrelevant
#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,neutral,negative
"Like traditional VC firms, Google Ventures makes its investment decisions solely ...  #google #ventures #spencer http://t.co/TBGqSFos",neutral,positive
Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech,neutral,irrelevant
Anyone use #Google+?,neutral,irrelevant
#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget,neutral,irrelevant
#Android #Google Ice Cream Sandwich Feature Closer Look - Redesigned Lock Screen And Virtual Button Bar http://t.co/FqsPN4An #DhilipSiva,neutral,irrelevant
#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam,neutral,irrelevant
RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news,neutral,irrelevant
"Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!",neutral,irrelevant
Newest version of my (and @latc214's) phone (and a new version of Android) announced today. http://t.co/7acjrKIN #nexus #google #samsung,neutral,irrelevant
I just noticed that #google+ has introduced real time search.,neutral,irrelevant
www.google.com/googlenexus #google #android #icecreamsandwich #googlenexus,neutral,irrelevant
#Google does away with #Buzz - http://t.co/uqMIQbBT #SearchEngine #Search #SocialNetworking #Social #Network,neutral,irrelevant
#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google,neutral,irrelevant
The new Samsung Galaxy nexus..nnhttp://t.co/UtbpXrsj nn#Androidn#Samsung n#Google n#WoWnnCC @kha1989led n@eisaahmad,neutral,irrelevant
@notch Minecraft Mobile was just mentioned by #Google while they were demoing ICS on the Nexus Prime!,neutral,irrelevant
"#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions",neutral,irrelevant
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,neutral,irrelevant
Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates,neutral,negative
#Google search to have default encryption http://t.co/rwgKPbGu,neutral,irrelevant
#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva,neutral,irrelevant
#google #IceCreamSandwich #Samsung #Updates #Android | nGalaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o,neutral,irrelevant
#Android #Google Official Promo Video Reveals Verizon Wireless Destination http://t.co/xKH7UGY4 #DhilipSiva,neutral,irrelevant
Recap: Google will host G-South Africa in JHB on 3rd and 4th November. http://t.co/A88ZBr2O #google,neutral,irrelevant
#Samsung #google #nexus,neutral,irrelevant
#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva,neutral,irrelevant
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/lfpPk5Yk,neutral,positive
#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq,neutral,positive
#google #IceCreamSandwich #Samsung #Updates #Android | nGalaxy Nexus with Ice Cream Sandwich: pictures http://t.co/rUkTyUJC,neutral,irrelevant
Installing the Ice Cream Sandwich SDK #android #google,neutral,irrelevant
@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich,neutral,irrelevant
Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus,neutral,irrelevant
"RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip",neutral,irrelevant
"#ICS show-off froze my browser. Well, time for sleep I guess. #Android #Google #Samsung",neutral,neutral
#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android,neutral,irrelevant
#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva,neutral,irrelevant
On Google+ then go here http://t.co/86xwWN2d #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,irrelevant
#Android #Google Google updates Nexus site with Galaxy Nexus details http://t.co/BeckhmA1 #DhilipSiva,neutral,irrelevant
Hopefully only a few weeks until #ICS is on my Nexus S 4G! #Google #Samsung #IceCreamSandwich #Android4,neutral,irrelevant
http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,neutral,irrelevant
#Android #Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http://t.co/2VWXzReW #DhilipSiva,neutral,irrelevant
On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,irrelevant
On Google+ then go here http://t.co/iLjdQBpT #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,irrelevant
"Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia",neutral,negative
"Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+",neutral,irrelevant
"China Machado, I was googling earlier the women that resembles my momma) #iphoneartists #conceptualart #google http://t.co/TZvjaQlI",neutral,irrelevant
#Google unveils Android 4.0 u2018Ice Cream Sandwichu2019 http://t.co/dciffpI1 via @BGR,neutral,irrelevant
"Samsung Galaxy Nexus announced, full specs available  http://t.co/VNGazg48  #samsung #galaxy #nexus #google #android #ics #thetechcheck",neutral,positive
#Google+,neutral,irrelevant
RT @jessvpeterson: Ever post something to the wrong circles?  #google+,neutral,negative
I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now,neutral,irrelevant
The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,neutral,positive
"The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google",neutral,neutral
RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!,neutral,positive
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google,neutral,irrelevant
116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely,neutral,irrelevant
"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE",neutral,irrelevant
"Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android",neutral,irrelevant
#Android #Google Whatu2019s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva,neutral,irrelevant
#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva,neutral,irrelevant
"#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM",neutral,irrelevant
#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku,neutral,neutral
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0,neutral,positive
"#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva",neutral,irrelevant
"Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic",neutral,positive
Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung,neutral,irrelevant
"RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android",neutral,irrelevant
"#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva",neutral,irrelevant
Android 4.0 SDK now available #google #android http://t.co/P05YR6PC,neutral,positive
"And my favorite, ""is @danielltosh gay?"""" #Google #autocomplete""",neutral,positive
"RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech",neutral,irrelevant
#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics,positive,negative
RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google,positive,irrelevant
#google #icecreamsandwich totally blowing #Apple iShit away...,positive,irrelevant
RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,positive,irrelevant
Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google,positive,positive
RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,positive,neutral
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,positive,irrelevant
#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!,positive,positive
OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google,positive,positive
I want the new #google #galaxynexus. Android 4.0 is going to be the fucks,positive,irrelevant
#google + #motorola + #verizon = perfect combination! &lt;3,positive,positive
@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!,positive,positive
"Cream on the inside, clean on the outside. Ice Cream phone job. #Google",positive,positive
Oh yeah I'm in I want one now #Google really did a great job #ICS,positive,positive
brilliant WebGL Bookcase #google http://t.co/CR3A6k9U,positive,positive
"As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google",positive,positive
RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung,positive,irrelevant
"Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google",positive,positive
"With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!",positive,positive
"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google",positive,positive
"hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google",positive,positive
RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...,positive,positive
Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS,positive,irrelevant
"I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android",positive,positive
"@immad_immad #google, always thinking ahead",positive,irrelevant
Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS,positive,positive
#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1,positive,positive
Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus,positive,positive
New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS,positive,positive
Icecream Sandwich looking good so far. #android #google,positive,positive
"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,irrelevant
i love #google,positive,positive
#Google has done it again ..... #IceCream Sandwich,positive,irrelevant
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,positive,negative
Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr,positive,irrelevant
Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,positive,positive
Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,positive,negative
"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"""" To Read http://t.co/DJsp2G5B #DhilipSiva""",positive,irrelevant
"really digging the #UI of of ""#Quick #Response"""" from #Google android great for politely declining calls lol""",positive,neutral
@Tita_Ramos #Google it =),positive,irrelevant
"On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus",positive,positive
"#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.",positive,irrelevant
@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung,positive,irrelevant
#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia,positive,irrelevant
I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet,positive,positive
goodbye Bump ... #Google #ICS,positive,negative
"@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google",positive,positive
Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google,positive,positive
RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,positive,positive
Ready for some Ice Cream Sandwich! #google #android,positive,positive
"I agree with @wellis68 that the ""Hangouts"""" on #Google+ are friggin' awesome!u201d""",positive,irrelevant
Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :),positive,positive
Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google,positive,positive
#Job #ICT Verkaufspezialist von Infrastrukturlu00f6sungen an Geschu00e4ftskunden (w/m): Microsoft Schweiz... http://t.co/admV6cNg #Microsoft #IT,irrelevant,irrelevant
Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...,irrelevant,irrelevant
Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van deze co-creatie!,irrelevant,irrelevant
"RT @RoodProjecten: Leuk, ik ontving net een mooi boeket bloemen thuis van #Microsoft, als dank voor mijn bijdrage en waardevolle input.  ...",irrelevant,irrelevant
#Microsoft adquiere #Skype por un monto $8500 millones - http://t.co/jZr2WTCE,irrelevant,irrelevant
RT @e2na: u0645u0627u064au0643u0631u0648u0633u0648u0641u062a u063au064au0631u062a u0627u0644u0639u0627u0644u0645 u0623u0643u062bu0631 u0645u0646 u0623u0628u0644 | u0639u0627u0644u0645 u0627u0644u062au0642u0646u064au0629 http://t.co/VXcV9cPQnu0627u0644u0625u0646u0635u0627u0641 u0641u064a u0647u0630u0627 u0627u0644u0645u0642u0627u0644 u062cu0645u064au0644 :)n#Microsoft #Apple,irrelevant,irrelevant
Workshop med @technet idag. Interessant! #citrix #Microsoft  #SYSIKT,irrelevant,irrelevant
#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla,irrelevant,irrelevant
Estava ali na #MICROSOFT tomando um cafezinho :D,irrelevant,irrelevant
#Microsoft en el futuro: #Kinect y su tecnologu00eda avanzada http://t.co/JOVFeZRl,irrelevant,irrelevant
Steve Ballmer haalt uit naar #Android http://t.co/Zzp06KpZ Ironisch als je bedenkt dat #Microsoft goed aan Android verdient...,irrelevant,irrelevant
"Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv",irrelevant,irrelevant
"Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte voor de goede ontvangst!",irrelevant,irrelevant
Microsoft Research du00e9voile une interface futuriste avec Kinect | via @Xboxygen.com http://t.co/sRb0qLRA #Microsoft #MS #Kinect,irrelevant,irrelevant
Excel u306fu8868u8a08u7b97u3060u3051u3067u306au304fu30c1u30e3u30fcu30c8u56f3u3084u898bu6804u3048u306eu3088u3044u6587u66f8u3001u56f3u5f62u306eu4f5cu6210u306au3069u306bu3082u5229u7528u3067u304du308bu3002 #Microsoft #Office,irrelevant,positive
#Novell wu00e4rmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou,irrelevant,irrelevant
#Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF,irrelevant,irrelevant
RT @IEMPO: En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube,irrelevant,irrelevant
#Microsoft u0440u0430u0441u0441u043bu0435u0434u0443u0435u0442 u043fu0440u043eu0431u043bu0435u043cu044b u043fu0440u043eu043fu0430u0436u0438 u043au043bu0430u0432u0438u0430u0442u0443u0440u044b u0432 #Windows #Phone #Mango http://t.co/1JqdUCjr,irrelevant,irrelevant
"RT @Startpack_ru: u0420u0435u0431u044fu0442u0430 u0438u0437 #Microsoft u0440u0430u0441u0441u043au0430u0437u044bu0432u0430u044eu0442 u0440u0430u0437u0440u0430u0431u043eu0442u0447u0438u043au0430u043c #u0421u0442u0430u0440u0442u043fu0430u043a, u043au0430u043a u043cu043eu0436u043du043e u0438u043du0442u0435u0433u0440u0438u0440u043eu0432u0430u0442u044cu0441u044f u0441 #SystemCenter u0447u0435u0440u0435u0437 u0432u0435u0431-u0441u0435u0440u0432u0438u0441u044b ...",irrelevant,irrelevant
#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,irrelevant,negative
"#Job #ICT IT-Supporter/-in 50%: Universitu00e4t Zu00fcrich, Zu00fcrich http://t.co/IzFSsjgo #Microsoft #IT",irrelevant,irrelevant
RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT =  ...,irrelevant,irrelevant
"Domani a #SMAU con #Microsoft si parla di HTML5, #Kinect SDK, #WebMatrix, Private #Cloud e ci sono i lab su #Azure, http://t.co/Et5Lw9uF",irrelevant,irrelevant
[News] Touchscreen auf allen Oberflu00e4chen... http://t.co/gpT4pTr0 #touchscreen #microsoft #omnitouch,irrelevant,irrelevant
http://t.co/sb8geEVB au011fzu0131na su0131u00e7maya geliyoruz #apple ve #microsoft,irrelevant,irrelevant
Regu00edstrate para asistir este 8 de noviembre al lanzamiento de #Microsoft Dynamics AX 2012 http://t.co/txHEoInE,irrelevant,negative
No su00e9 que seru00eda de mi sin Skype RT @GrupoTrevenque: #Skype ya es oficialmente parte de #Microsoft u00bfUtilizas esu2026 (cont) http://t.co/nhJxMcfJ,irrelevant,negative
@LorPan87 non per nulla l'ha comprato la #microsoft...,irrelevant,irrelevant
"EIndelijk, #Google Ice Cream Sandwich. Goodbye #Microsoft and #Apple!",irrelevant,irrelevant
#Microsoft diru00e0 che #Google ha usato il brevetto dell'animazione del cerchio?! | Google Presentations New Version http://t.co/vmzshHUQ,irrelevant,irrelevant
Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial fu00fcr #Microsoft --&gt; http://t.co/29vCUgQz,irrelevant,irrelevant
#Microsoft portiert #Enterprise BI-Apps auf iOS und Android | ITespresso.de http://t.co/XUEPaaR2,irrelevant,irrelevant
RT @ShariPaul_Kofax: @tomcastiglia Great job today! Engaging presentations from @HersheyTech #Kofax and @Collabware  at the #Microsoft T ...,irrelevant,positive
La du00e9mo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo,irrelevant,irrelevant
"#microsoft tablet ziet erg goed uit, wel 3 jaar te laat #adobeusergroup",irrelevant,irrelevant
#Microsoft lanza sitio oficial de #Skype http://t.co/zL951yca,irrelevant,irrelevant
Terminaux Windows 8 empu00eachant d'installer Linux : la polu00e9mique enfle http://t.co/WIBbwi5t #Microsoft,irrelevant,irrelevant
"Una video intervista con la #Microsoft per ""il protagonista dell'innovazione sei tu"""" :-) http://t.co/hIgNHuTR""",irrelevant,irrelevant
ff Account aan Microsoft Outlook toevoegen #microsoft,irrelevant,irrelevant
#Microsoft Infografu00eda: 340 millones de PC usan un explorador obsoleto y estu00e1n en riesgo http://t.co/0ScN623o u27a8 @MicrosoftLatam,irrelevant,irrelevant
RT @BarbieGeek: #Wordperfect #Windows_95 #Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http ...,irrelevant,irrelevant
"Casa de herrero, cuchillo de palo!!!  http://t.co/xxtfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2txm",irrelevant,irrelevant
"Ah, Steve Ballmer..! Altijd goed voor een fijn lachmomentje: http://t.co/zD14Sy6e #microsoft #iphone #mango #android #ios #apple #google",irrelevant,irrelevant
Pozdrowienia z sali A #mts2011 #Microsoft #surface obecnie  http://t.co/QfQkHAYd,irrelevant,irrelevant
Parece que hotmail is down #Microsoft,irrelevant,irrelevant
Microsoft Security Essentialu306eu5b9au7fa9u30d5u30a1u30a4u30ebu304cu30a2u30c3u30d7u30c7u30fcu30c8u3057u307eu3057u305fuff1a1.115.102.0 &gt; http://t.co/QuqPibic #Microsoft,irrelevant,irrelevant
Licentie vraag over #VMware #citrix n#Microsoft #TrendMicro #Symantec #quest #Oracle #mcafee #desktopvirtualisatie #AppSense nEa @DataplusNL,irrelevant,irrelevant
#Tecnologia #Technology: La visiu00f3n de #Microsoft Research sobre el control tu00e1ctil de dispositivosnhttp://t.co/ZXwmaTxn,irrelevant,irrelevant
u041du0430 u0441u0430u0439u0442u0435 #microsoft u043fu043e u0441u0441u044bu043bu043au0435 http://t.co/C0MlLa07  u0432u043cu0435u0441u0442u043e Facebook u043du0430u043fu0438u0441u0430u043du043e Facewbook,irrelevant,irrelevant
#TaskCentre XML Webservice Tool LinkedIn discussion. http://t.co/3GWw2CXU #SAPB1 #SalesLogix #Microsoft,irrelevant,irrelevant
RT @KbWorks: @gjdijkman gefelicteerd #microsoft #bizspark,irrelevant,irrelevant
"RT @Brittjje: Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr ...",irrelevant,irrelevant
"Tomorrow a #IPv6 presentatie #NLUUG, #Microsoft dedication to #IPv6",irrelevant,irrelevant
Feliz por mi nombramiento #Microsoft Student Partner Nicaragua :D a trabajar por el desarrollo tecnolu00f3gico de nuestra patria Nicaragua #fb,irrelevant,irrelevant
Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft,irrelevant,irrelevant
