Topic,Sentiment,Prediction,TwitterText,,,,,,,
google,negative,negative,ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,,,,,,,
google,negative,irrelevant,The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,,,,,,,
google,neutral,negative,#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN,,,,,,,
google,neutral,irrelevant,#Android #Google Google officially announces Ice Cream Sandwich http://t.co/Ij292Ye3 #DhilipSiva,,,,,,,
google,neutral,irrelevant,#google #icecream #galaxy #nexus http://t.co/gkoHBpN8,,,,,,,
google,neutral,negative,Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu,,,,,,,
google,neutral,neutral,#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I,,,,,,,
google,neutral,neutral,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx,,,,,,,
google,neutral,irrelevant,All the info on Ice Cream Sandwich here : http://t.co/f0rNfGPA @twandroid #google #nexusprime #ics #android,,,,,,,
google,neutral,irrelevant,http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,,,,,,,
google,neutral,irrelevant,Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS,,,,,,,
google,neutral,irrelevant,Tap to focus and face recognition #ics #galaxynexus #google,,,,,,,
google,neutral,neutral,#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting,,,,,,,
google,neutral,negative,Can they just tell us when #ICS will be available for Nexus S users? #Samsung #Google #HongKong,,,,,,,
google,neutral,negative,#Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/D7ntPaIt,,,,,,,
google,neutral,neutral,#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8,,,,,,,
google,neutral,neutral,Engadget following #android #galaxy #nexus event #google #samsung #ICS http://t.co/vZx25ht8,,,,,,,
google,neutral,neutral,#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva,,,,,,,
google,neutral,neutral,Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google,,,,,,,
google,neutral,irrelevant,#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU,,,,,,,
google,neutral,neutral,#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland,,,,,,,
google,neutral,irrelevant,On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,negative,Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,,,,,,,
google,neutral,neutral,RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google,,,,,,,
google,neutral,negative,#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e,,,,,,,
google,neutral,neutral,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,,,,,,,
google,neutral,irrelevant,RT @BatzayaB: #Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/XlJBYgIS,,,,,,,
google,neutral,neutral,Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!,,,,,,,
google,neutral,negative,quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d,,,,,,,
google,neutral,irrelevant,RT @rishij_pune: #google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawados ...,,,,,,,
google,neutral,irrelevant,Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus,,,,,,,
google,neutral,neutral,Many new features for Android. #NexusPrime #Google,,,,,,,
google,neutral,negative,Panorama#icecreamsandwich #googland #google #android #ics,,,,,,,
google,neutral,irrelevant,#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android,,,,,,,
google,neutral,irrelevant,Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme,,,,,,,
google,neutral,neutral,"Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO",,,,,,,
google,neutral,negative,On Google+ then go here http://t.co/5tbv933W #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,neutral,"3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~",,,,,,,
google,neutral,neutral,The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon,,,,,,,
google,neutral,irrelevant,Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-),,,,,,,
google,neutral,neutral,Android Ice Cream Sandwich is out! #android #Google,,,,,,,
google,neutral,irrelevant,Hugo is buddies with 50 Cent? #google #android,,,,,,,
google,neutral,neutral,RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations,,,,,,,
google,neutral,negative,#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google,,,,,,,
google,neutral,irrelevant,"Haven't even freshened up, due to #Google's #IceCreamSandwichEvent. #OffToShower now.",,,,,,,
google,neutral,irrelevant,"#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Google?? http://t.co/nds5B4ej #BT",,,,,,,
google,neutral,irrelevant,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s,,,,,,,
google,neutral,irrelevant,#Google Defaults to Encrypted HTTPS #Searches for Logged In Users [#Security] http://t.co/kzMZDxmE,,,,,,,
google,neutral,neutral,#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes),,,,,,,
google,neutral,irrelevant,The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich,,,,,,,
google,neutral,irrelevant,it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung,,,,,,,
google,neutral,negative,Guess what I spotted a couple days ago... didn't expect to see one especially in the West Village #Google http://t.co/Xop25kvU,,,,,,,
google,neutral,negative,@OccupyWallSt #Apple stock DOWN despite #iPhone monumental SALES = #ocuupy #GOOGLE & #Verizon--i smell a #conspiracy!,,,,,,,
google,neutral,negative,#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google,,,,,,,
google,neutral,irrelevant,#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av,,,,,,,
google,neutral,negative,#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva,,,,,,,
google,neutral,negative,Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube,,,,,,,
google,neutral,neutral,"#samsung #google #galaxynexus We got the lowdown after the Hong Kong press release, check it out: http://t.co/OWhYR0YJ",,,,,,,
google,neutral,neutral,#ai #google #ai #samsung,,,,,,,
google,neutral,neutral,DAMN!!! #Galaxy #Nexus #Google #Android http://t.co/DL3cNtEU time for me to upgrade my Nexus S xD,,,,,,,
google,neutral,irrelevant,"I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS.",,,,,,,
google,neutral,irrelevant,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT,,,,,,,
google,neutral,irrelevant,#Google's open source search to end: http://t.co/h8PYttyr,,,,,,,
google,neutral,neutral,the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid,,,,,,,
google,neutral,negative,Video of livestream of the Google/Samsung announcement froze. Damn my slow internet connection. #Google #Samsung,,,,,,,
google,neutral,irrelevant,#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva,,,,,,,
google,neutral,irrelevant,"Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets",,,,,,,
google,neutral,irrelevant,#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva,,,,,,,
google,neutral,negative,#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,,,,,,,
google,neutral,neutral,On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,irrelevant,RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq,,,,,,,
google,neutral,neutral,RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia,,,,,,,
google,neutral,irrelevant,RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ,,,,,,,
google,neutral,irrelevant,"Believe it or not #political process is changing across all countries. Thanks to new social media #Facebook , #twitter, #google+",,,,,,,
google,neutral,neutral,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o,,,,,,,
google,neutral,irrelevant,#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,,,,,,,
google,neutral,neutral,#Microsoft's Ballmer: We??re beating #Google in the #cloud http://t.co/XIq3v54f,,,,,,,
google,neutral,negative,RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung,,,,,,,
google,neutral,neutral,"#google+ ...thoughts? to sign up or not to sign up, that is the question...",,,,,,,
google,neutral,irrelevant,"RT @ChWilhelm: #Google Wallet adds #coupons, rewards, and more #retail partners http://t.co/1s3wWs54 #li",,,,,,,
google,neutral,irrelevant,"Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)",,,,,,,
google,neutral,irrelevant,"RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",,,,,,,
google,neutral,positive,#SEO Tip:Examine #Google #Analytics reports frequently.Check the conversion and bounce rate+analyze traffic sources,,,,,,,
google,neutral,irrelevant,#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva,,,,,,,
google,neutral,irrelevant,RT @bleublancrouge_: Surprising !Google's Management Isn't Using #Google+ : http://ow.ly/6QuOk @degusta,,,,,,,
google,neutral,neutral,#Android #Google Need Proof of Verizon??s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva,,,,,,,
google,neutral,neutral,WebGL infinite bookcase UI http://t.co/bvu1qtkT #google,,,,,,,
google,neutral,irrelevant,#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,,,,,,,
google,neutral,neutral,"Like traditional VC firms, Google Ventures makes its investment decisions solely ...  #google #ventures #spencer http://t.co/TBGqSFos",,,,,,,
google,neutral,negative,Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech,,,,,,,
google,neutral,positive,Anyone use #Google+?,,,,,,,
google,neutral,irrelevant,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget,,,,,,,
google,neutral,negative,#Android #Google Ice Cream Sandwich Feature Closer Look - Redesigned Lock Screen And Virtual Button Bar http://t.co/FqsPN4An #DhilipSiva,,,,,,,
google,neutral,negative,#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam,,,,,,,
google,neutral,negative,RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news,,,,,,,
google,neutral,irrelevant,"Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!",,,,,,,
google,neutral,neutral,Newest version of my (and @latc214's) phone (and a new version of Android) announced today. http://t.co/7acjrKIN #nexus #google #samsung,,,,,,,
google,neutral,neutral,I just noticed that #google+ has introduced real time search.,,,,,,,
google,neutral,neutral,www.google.com/googlenexus #google #android #icecreamsandwich #googlenexus,,,,,,,
google,neutral,negative,#Google does away with #Buzz - http://t.co/uqMIQbBT #SearchEngine #Search #SocialNetworking #Social #Network,,,,,,,
google,neutral,neutral,#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google,,,,,,,
google,neutral,negative,The new Samsung Galaxy nexus..http://t.co/UtbpXrsj #Android#Samsung #Google #WoWCC @kha1989led @eisaahmad,,,,,,,
google,neutral,neutral,@notch Minecraft Mobile was just mentioned by #Google while they were demoing ICS on the Nexus Prime!,,,,,,,
google,neutral,neutral,"#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions",,,,,,,
google,neutral,irrelevant,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,,,,,,,
google,neutral,negative,Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates,,,,,,,
google,neutral,negative,#Google search to have default encryption http://t.co/rwgKPbGu,,,,,,,
google,neutral,neutral,#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva,,,,,,,
google,neutral,neutral,#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o,,,,,,,
google,neutral,negative,#Android #Google Official Promo Video Reveals Verizon Wireless Destination http://t.co/xKH7UGY4 #DhilipSiva,,,,,,,
google,neutral,negative,Recap: Google will host G-South Africa in JHB on 3rd and 4th November. http://t.co/A88ZBr2O #google,,,,,,,
google,neutral,neutral,#Samsung #google #nexus,,,,,,,
google,neutral,neutral,#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva,,,,,,,
google,neutral,irrelevant,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/lfpPk5Yk,,,,,,,
google,neutral,neutral,#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq,,,,,,,
google,neutral,irrelevant,#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/rUkTyUJC,,,,,,,
google,neutral,negative,Installing the Ice Cream Sandwich SDK #android #google,,,,,,,
google,neutral,positive,@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich,,,,,,,
google,neutral,irrelevant,Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus,,,,,,,
google,neutral,irrelevant,"RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip",,,,,,,
google,neutral,irrelevant,"#ICS show-off froze my browser. Well, time for sleep I guess. #Android #Google #Samsung",,,,,,,
google,neutral,irrelevant,#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android,,,,,,,
google,neutral,irrelevant,#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva,,,,,,,
google,neutral,irrelevant,On Google+ then go here http://t.co/86xwWN2d #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,irrelevant,#Android #Google Google updates Nexus site with Galaxy Nexus details http://t.co/BeckhmA1 #DhilipSiva,,,,,,,
google,neutral,irrelevant,Hopefully only a few weeks until #ICS is on my Nexus S 4G! #Google #Samsung #IceCreamSandwich #Android4,,,,,,,
google,neutral,neutral,http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,,,,,,,
google,neutral,irrelevant,#Android #Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http://t.co/2VWXzReW #DhilipSiva,,,,,,,
google,neutral,neutral,On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,negative,On Google+ then go here http://t.co/iLjdQBpT #GPlus #Googleplus #Google #teamfollowback #socialnetwork,,,,,,,
google,neutral,neutral,"Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia",,,,,,,
google,neutral,irrelevant,"Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+",,,,,,,
google,neutral,negative,"China Machado, I was googling earlier the women that resembles my momma) #iphoneartists #conceptualart #google http://t.co/TZvjaQlI",,,,,,,
google,neutral,irrelevant,#Google unveils Android 4.0 ??Ice Cream Sandwich?? http://t.co/dciffpI1 via @BGR,,,,,,,
google,neutral,irrelevant,"Samsung Galaxy Nexus announced, full specs available  http://t.co/VNGazg48  #samsung #galaxy #nexus #google #android #ics #thetechcheck",,,,,,,
google,neutral,neutral,#Google+,,,,,,,
google,neutral,negative,RT @jessvpeterson: Ever post something to the wrong circles?  #google+,,,,,,,
google,neutral,irrelevant,I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now,,,,,,,
google,neutral,neutral,The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,,,,,,,
google,neutral,neutral,"The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google",,,,,,,
google,neutral,neutral,RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!,,,,,,,
google,neutral,irrelevant,Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google,,,,,,,
google,neutral,irrelevant,116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely,,,,,,,
google,neutral,neutral,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE",,,,,,,
google,neutral,neutral,"Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android",,,,,,,
google,neutral,irrelevant,#Android #Google What??s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva,,,,,,,
google,neutral,neutral,#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva,,,,,,,
google,neutral,irrelevant,"#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM",,,,,,,
google,neutral,negative,#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku,,,,,,,
google,neutral,neutral,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0,,,,,,,
google,neutral,neutral,"#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva",,,,,,,
google,neutral,neutral,"Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic",,,,,,,
google,neutral,neutral,Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung,,,,,,,
google,neutral,negative,"RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android",,,,,,,
google,neutral,negative,"#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva",,,,,,,
google,neutral,irrelevant,Android 4.0 SDK now available #google #android http://t.co/P05YR6PC,,,,,,,
google,neutral,irrelevant,"And my favorite, is @danielltosh gay?"" #Google #autocomplete""",,,,,,,
google,neutral,positive,"RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech",,,,,,,
google,positive,negative,#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics,,,,,,,
google,positive,neutral,RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google,,,,,,,
google,positive,irrelevant,#google #icecreamsandwich totally blowing #Apple iShit away...,,,,,,,
google,positive,neutral,RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,,,,,,,
google,positive,irrelevant,Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google,,,,,,,
google,positive,neutral,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,,,,,,,
google,positive,neutral,#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,,,,,,,
google,positive,irrelevant,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!,,,,,,,
google,positive,irrelevant,OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google,,,,,,,
google,positive,positive,I want the new #google #galaxynexus. Android 4.0 is going to be the fucks,,,,,,,
google,positive,irrelevant,#google + #motorola + #verizon = perfect combination! &lt;3,,,,,,,
google,positive,negative,@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!,,,,,,,
google,positive,negative,"Cream on the inside, clean on the outside. Ice Cream phone job. #Google",,,,,,,
google,positive,negative,Oh yeah I'm in I want one now #Google really did a great job #ICS,,,,,,,
google,positive,negative,brilliant WebGL Bookcase #google http://t.co/CR3A6k9U,,,,,,,
google,positive,irrelevant,"As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google",,,,,,,
google,positive,negative,RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung,,,,,,,
google,positive,negative,"Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google",,,,,,,
google,positive,neutral,"With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!",,,,,,,
google,positive,negative,"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google",,,,,,,
google,positive,neutral,"hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google",,,,,,,
google,positive,neutral,RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...,,,,,,,
google,positive,irrelevant,Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS,,,,,,,
google,positive,neutral,"I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android",,,,,,,
google,positive,irrelevant,"@immad_immad #google, always thinking ahead",,,,,,,
google,positive,irrelevant,Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS,,,,,,,
google,positive,irrelevant,#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1,,,,,,,
google,positive,irrelevant,Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus,,,,,,,
google,positive,irrelevant,New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS,,,,,,,
google,positive,neutral,Icecream Sandwich looking good so far. #android #google,,,,,,,
google,positive,irrelevant,"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",,,,,,,
google,positive,irrelevant,i love #google,,,,,,,
google,positive,irrelevant,#Google has done it again ..... #IceCream Sandwich,,,,,,,
google,positive,irrelevant,Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,,,,,,,
google,positive,irrelevant,Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr,,,,,,,
google,positive,irrelevant,Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,,,,,,,
google,positive,irrelevant,Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,,,,,,,
google,positive,irrelevant,"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva""",,,,,,,
google,positive,irrelevant,"really digging the #UI of of #Quick #Response"" from #Google android great for politely declining calls lol""",,,,,,,
google,positive,irrelevant,@Tita_Ramos #Google it =),,,,,,,
google,positive,irrelevant,"On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus",,,,,,,
google,positive,irrelevant,"#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.",,,,,,,
google,positive,irrelevant,@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung,,,,,,,
google,positive,irrelevant,#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia,,,,,,,
google,positive,irrelevant,I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet,,,,,,,
google,positive,irrelevant,goodbye Bump ... #Google #ICS,,,,,,,
google,positive,irrelevant,"@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google",,,,,,,
google,positive,irrelevant,Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google,,,,,,,
google,positive,neutral,RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,,,,,,,
google,positive,irrelevant,Ready for some Ice Cream Sandwich! #google #android,,,,,,,
google,positive,irrelevant,"I agree with @wellis68 that the Hangouts"" on #Google+ are friggin' awesome!??""",,,,,,,
google,positive,irrelevant,Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :),,,,,,,
google,positive,neutral,Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google,,,,,,,
microsoft,irrelevant,irrelevant,#Job #ICT Verkaufspezialist von Infrastrukturl?sungen an Gesch?ftskunden (w/m): Microsoft Schweiz... http://t.co/admV6cNg #Microsoft #IT,,,,,,,
microsoft,irrelevant,irrelevant,Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...,,,,,,,
microsoft,irrelevant,irrelevant,Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van deze co-creatie!,,,,,,,
microsoft,irrelevant,irrelevant,"RT @RoodProjecten: Leuk, ik ontving net een mooi boeket bloemen thuis van #Microsoft, als dank voor mijn bijdrage en waardevolle input.  ...",,,,,,,
microsoft,irrelevant,irrelevant,#Microsoft adquiere #Skype por un monto $8500 millones - http://t.co/jZr2WTCE,,,,,,,
microsoft,irrelevant,neutral,RT @e2na: ?????????? ???? ?????? ???? ?? ??? | ???? ??????? http://t.co/VXcV9cPQ??????? ?? ??? ?????? ???? :)#Microsoft #Apple,,,,,,,
