Topic,Sentiment,Tweet
microsoft,irrelevant,"#Microsoft verl\u00e4ngert Umsatzgarantien f\u00fcr Suchpartner #Yahoo - ZDNet.de : http://t.co/H3dseq5h"
microsoft,irrelevant,"""\""""@TwitGrap: #BREKEND: #Microsoft en #Linux nu beiden in de aanbieding! http://t.co/7sRtk4gy\"""
microsoft,irrelevant,"Une seconde d\u00e9mo pour Sonic Generations !: Bien que Sonic Generations ne soit plus tr\u00e8s loin... http://t.co/to7a2Eih #Microsoft #Xbox360"
microsoft,irrelevant,"""@Brittjje Als je met deze foon ook de hyvesspelletjes kunt"
microsoft,irrelevant,"""Morgen maak ik bekend wie een WindowsPhone7.5 krijgt"
microsoft,irrelevant,"RT @pimpjuicewow: 2pi ou p\u00e8di on\u00e8 ak resp\u00e8 ou so ou pap janm jwn li ankor kelkeswa app ou genyen an #Mac #Android e #Microsoft c menm ja ..."
microsoft,irrelevant,"2pi ou p\u00e8di on\u00e8 ak resp\u00e8 ou so ou pap janm jwn li ankor kelkeswa app ou genyen an #Mac #Android e #Microsoft c menm jan ak Vijinite'w #manz\u00e8"
microsoft,irrelevant,"La visi\u00f3n de #Microsoft Research sobre el control t\u00e1ctil de dispositivos. http://t.co/zjlsx90P"
microsoft,irrelevant,"#cuentaLaLeyenda que #microsoft llego a servir. Ah no! Eso nunca llego a ocurrir."
microsoft,irrelevant,"#Microsoft expande su plataforma de datos con #SQLServer2012. Los clientes tendr\u00e1s m\u00e1s flexibilidad y escalabilidad. http://t.co/kNRjOflf"
microsoft,irrelevant,"RT @ihaberplus: Dijitalde 4 \u00f6d\u00fcl T\u00fcrkiye'nin!                                   #microsoft #bug #yahoo \nhttp://t.co/xwm15RVQ"
microsoft,irrelevant,"Zeer leerzame dag vandaag #redhat en #microsoft. Morgenvroeg naar #tallgrass voor de nieuwste technieken op glasvezel gebied. #"
microsoft,irrelevant,"RT @GrantThorntonNL: #grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4gr ..."
microsoft,positive,"Excelente articulo! RT @teresitacc: Interesting read - How #Apple eclipsed #Microsoft http://t.co/RhNU1VaR via @guardian (cc: @elcheicon)"
microsoft,irrelevant,"According to a writer at @ExtremeTech #microsoft invented squared corners. Time for lawsuits! #moron"
microsoft,irrelevant,"#SMAU Milano & #I9 domani un posto in prima fila!Vi aspetto 11:30 area sessioni tecniche #Microsoft stay tunef!"
microsoft,irrelevant,"RT @Jadishmedia: La \u00faltima campa\u00f1a de Microsoft es una \u201csopa boba\u201d que vende todo y nada a la vez http://t.co/xOmLCEgl #marketing #microsoft"
microsoft,irrelevant,"""RT \u201c@microsoftfrance: Cette ann\u00e9e encore"
microsoft,irrelevant,"Ballmer- #Microsoft fue afortunado de no haber adquirido Yahoo en 2008 previo al colapso financiero de aquel momento http://t.co/9yDSNrbx"
microsoft,irrelevant,"""(High-tech)- Demain sur LNT: \""""#Microsoft s'implique dans le d\u00e9veloppement socio\u00e9conomique\"""" par @Joumany #twitoma #IT #blogoma"""
microsoft,irrelevant,"La \u00faltima campa\u00f1a de Microsoft es una \u201csopa boba\u201d que vende todo y nada a la vez http://t.co/xOmLCEgl #marketing #microsoft"
microsoft,irrelevant,": #Microsoft renovar\u00e1 el Administrador de Tareas en #Windows8 http://t.co/6UhMnWdG v\u00eda @tuexperto"
microsoft,irrelevant,"""http://t.co/EMS9iU2E &lt;-- en je moet nog technischer zijn om Windows stabiel te krijgen"
microsoft,irrelevant,"""Vous voulez la une de LNT ? La nouvelle tribune de demain 20/10/11: #intikhabates"
microsoft,irrelevant,"@joffrey c'est vrai que le message est pas tr\u00e8s clair dans cette pub #Microsoft"
microsoft,irrelevant,"""#Microsoft #Werk Citrix-Microsoft Specialist - NB-Den Bosch"
microsoft,irrelevant,"""#Microsoft #Werk Sharepoint specialist"
microsoft,negative,"#Microsoft's #Ballmer touts #Bing; analysts still wary about its future - http://t.co/jvQWzHkd &lt;- siehe mein Blog dazu: http://t.co/pLwVE1Iy"
microsoft,irrelevant,"Uff mucha expectaci\u00f3n con el Plan Nacional :-): Qu\u00e9 prioridades tenemos como Pais? Plan Nacional: http://t.co/rumOPWl0 #microsoft"
microsoft,irrelevant,"Nueva tecnolog\u00eda t\u00e1ctil emula funcionalidad del monitor #Microsoft #Kinect http://t.co/QUAK6947"
microsoft,irrelevant,"Belle le magliette che diamo a #SMAU in #Microsoft http://t.co/mU5iHlQi"
microsoft,irrelevant,"RT @ricklennie: Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft"
microsoft,irrelevant,"Un vistazo a Windows Server 8 http://t.co/Q0D7dJdN #Microsoft"
microsoft,irrelevant,"RT @CNNEE: #Skype ya es parte de #Microsoft http://t.co/f54UXNwi"
microsoft,irrelevant,"Sogeti y #Microsoft crear\u00e1n un centro de desarrollo de soluciones basadas en Azure: http://t.co/PHH2WmM1 via @AddThis"
microsoft,irrelevant,"#Microsoft convierte cualquier cosa en tactil! Mira el video! ... - http://t.co/SAeLwlBJ"
microsoft,irrelevant,"Ha ha #rotfl #SteveBallmer haalt uit naar #android http://t.co/RQk2AnSM achterhoede gevecht v #microsoft"
microsoft,irrelevant,"""Steve Ballmer: \""""Android \u00e4r komplicerat. WP7 \u00e4r l\u00e4tt\"""" http://t.co/6Kn1Ocgg #ios #microsoft #wp7"""
microsoft,irrelevant,"CES 2012 Keynotes erneut mit erstklassiger Besetzung (http://t.co/0R0ULAPk) #ces #Daimler #Microsoft"
microsoft,irrelevant,"Tja steve als het te #moeilijk voor je wordt kun je maar beter stoppen #microsoft #fail #enjekomttelaatmetjetoestel http://t.co/0IBnA2aV"
microsoft,irrelevant,"""\u00danase el Martes 8 de Noviembre"
microsoft,irrelevant,"#Microsoft lanza #OmniTouch - http://t.co/UkxNzpyQ"
microsoft,positive,"@diegofrancesco Grazie Diego! Contattaci pure quando vuoi per qualsiasi informazione sul mondo #Microsoft.  ^AC"
microsoft,irrelevant,"Alguien puede explicarme si #Android tiene un rayo de esperanza con algun otro smartphone o tablet frente a #Microsoft"
microsoft,irrelevant,"RT @Institut2F: RT @newsgrape_de: 3 Tricks f\u00fcr mehr Kontrolle \u00fcber #Microsoft #Windows 7 -http://j.mp/mSOETz #hack"
microsoft,irrelevant,"Kat in het nauw #Microsoft #WindowsPhone :  flink afgeven op  je concurrent #Android  http://t.co/tcDtTnIu"
microsoft,irrelevant,"Mi sue\u00f1o dorado es que #Microsoft se vea envuelto en un quiebre absoluto en sus productos y servicios"
microsoft,negative,"""#Microsoft fulminate de este planeta!"
microsoft,irrelevant,"""Lo \u00faltimo y lo mejor de Windows 7"
microsoft,irrelevant,"Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k"
microsoft,irrelevant,"Google \u0440\u0435\u0437\u043a\u043e \u0440\u0430\u0441\u043a\u0440\u0438\u0442\u0438\u043a\u043e\u0432\u0430\u043b\u0430 \u0434\u0438\u0437\u0430\u0439\u043d Microsoft \u0438 Apple http://t.co/jUi4nYzG #google #microsoft #apple"
microsoft,irrelevant,"RT @EurekaStartups Un teclado t\u00e1ctil sobre cualquier superficie &gt; http://t.co/EakkXn0O #Microsoft #Tecnolog\u00eda"
microsoft,irrelevant,"Spotify lanza aplicaci\u00f3n para BlackBerry http://t.co/Sgsy2bw0 #web #microsoft #tecnologia #web"
microsoft,positive,"#microsoft Grupo Confidence troca software livre por plataforma Microsoft http://t.co/DqCG83WJ #windows #tecnologia"
microsoft,irrelevant,"Mi piace! Su Twitter \u00e8 presente il servizio clienti di #Microsoft ! @MicrosoftAiuta"
microsoft,irrelevant,"En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube"
microsoft,irrelevant,"""Ooh for fuck's sake!! RT @gernijkamp Ah"
microsoft,irrelevant,"""Microsoft Technology Summit 2011: Rusza druga edycja programu \u201eTwoja firma"
microsoft,irrelevant,"http://t.co/7xjMqMv8 Dat het een lompe boer is : Dat wisten we al. Dat ie het echt niet snapt weten we nu ook. #fail #balmer #microsoft"
microsoft,irrelevant,"RT @JoelCardozo: #Microsoft en el futuro: #Kinect y su tecnolog\u00eda avanzada http://t.co/JOVFeZRl"
microsoft,irrelevant,"RT @ZonaBinaria: #Nokia mostrar\u00e1 varios tel\u00e9fonos con Windows Phone la semana que viene http://t.co/qsLf5isx #noticias #microsoft"
microsoft,irrelevant,"#Microsoft #Werk Senior IT Infrastructure Specialist Microsoft / Senior Systeembeheerder regio Amsterdam http://t.co/1erIcOhS"
microsoft,irrelevant,"#Facebook prepara una aplicaci\u00f3n para controlar el consumo de energ\u00eda http://t.co/ritcdsD2 #Google y #Microsoft dejaron proyectos similares."
microsoft,neutral,"""nette F\u00fchrung durch die neuen Microsoft \u00d6sterreich B\u00fcros gehabt; Danke an Cornelia K\u00f6nig #dasneuearbeiten"
microsoft,irrelevant,"""RT @zvitaly: \u0410\u043d\u0442\u0438\u0432\u0438\u0440\u0443\u0441 #Microsoft Security Essentials \u0443\u0434\u0430\u043b\u044f\u0435\u0442 \u0438\u0437 \u0441\u0438\u0441\u0442\u0435\u043c\u044b \u0431\u0440\u0430\u0443\u0437\u0435\u0440 #Google #Chrome"
microsoft,irrelevant,"""Cachando que @markrussinovich"
microsoft,irrelevant,"Grattis #microsoft ! Jag m\u00e5ste allts\u00e5 ta bort Helvetica om jag ska k\u00f6ra IE9 och/eller Outlook?"
microsoft,irrelevant,"Steve Ballmer (CEO #Microsoft) heeft flink uitgehaald naar besturingssysteem #Android van #Google. Het zou te ingewikkeld en te vrij zijn"
microsoft,irrelevant,"Microsoft: \u201c\u015eansl\u0131y\u0131z ki Yahoo\u2019yu sat\u0131n almad\u0131k\u201d - Bilgi \u00c7a\u011f\u0131 http://t.co/0gAQ1FpQ arac\u0131l\u0131\u011f\u0131yla @bilgicagi #Microsoft #SteveBallmer #Yahoo"
microsoft,irrelevant,"RT @lyonpat25: @iguanahosting ganamos Socios Hoster del a\u00f1o en Enlance 2012! Ganando Juntos! #Microsoft Felicitaciones :)"
microsoft,irrelevant,"#Microsoft \u043f\u0440\u0435\u0432\u0440\u0430\u0442\u0438\u0442 \u043b\u044e\u0431\u0443\u044e \u043f\u043e\u0432\u0435\u0440\u0445\u043d\u043e\u0441\u0442\u044c \u0432 \u0442\u0430\u0447\u0441\u043a\u0440\u0438\u043d http://t.co/vkXG7AZ5"
microsoft,irrelevant,"Dr. Ogalinski - El Proyecto #OmniTouch de #Microsoft: todo el mundo es un touchscreen http://t.co/qzt26Gj8"
microsoft,irrelevant,"estoy agradecido con #Dios y con #Microsoft por la oportunidad que me han dado de ser parte del grupo selecto de los #msp! Gracias Se\u00f1or!!!!"
microsoft,positive,"Vos mises \u00e0 jour ne s'installent pas! Posez vos questions sur #Microsoft Windows Update sur le site de support ici: http://t.co/tazYoDb8 ^IT"
microsoft,irrelevant,"""RT @mhumpolec: Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu"
microsoft,irrelevant,"#Microsoft desarrolla una pantalla t\u00e1ctil proyectada sobre cualquier superficie http://t.co/3IrWp4ct v\u00eda @iHerreros"
microsoft,irrelevant,"#Tecnolog\u00eda #Bill_Gates testificar\u00e1 en el #juicio por #monopolio entre #Microsoft y #Novell http://t.co/o1WGjYTO \u27a8 @theINQ"
microsoft,irrelevant,"Natuuuuuuurlijk vraagt een #microsoft product om tig onnodige handmatig handelingen #fail - http://t.co/ijnZkFVJ"
microsoft,irrelevant,"""RT @microsoftfrance: Cette ann\u00e9e encore"
microsoft,irrelevant,"ESTUDIO: #Microsoft vende m\u00e1s pese a alto precio http://t.co/FnFP1JWU"
microsoft,irrelevant,"Two Extremes of Touch Interaction - \t\n#Microsoft Research http://t.co/nqM3qF7p // #OmniTouch \u53ef\u651c\u5f0f\u591a\u9ede\u89f8\u63a7\u7cfb\u7d71"
microsoft,irrelevant,"#microsoft intervista #vivido sul #cloud http://t.co/ky65puA2"
microsoft,irrelevant,"@iguanahosting ganamos Socios Hoster del a\u00f1o en Enlance 2012! Ganando Juntos! #Microsoft Felicitaciones :)"
microsoft,irrelevant,"#OmniTouch von #Microsoft verwandelt beliebige Fl\u00e4chen in Touchscreens"
microsoft,irrelevant,"""\u05e1\u05d8\u05d9\u05d1 \u05d1\u05d0\u05dc\u05de\u05e8 \u05de\u05d1\u05d8\u05d9\u05d7 \u05dc\u05e0\u05d5 \""""\u05db\u05de\u05d4\"""" \u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05d7\u05dc\u05d5\u05e0\u05d5\u05ea \u05e4\u05d5\u05df \u05d1\u05e9\u05d1\u05d5\u05e2 \u05d4\u05d1\u05d0 http://t.co/GHBZfbX3\u200f \u200f #Nokia \u200e#microsoft #windowsphone"""
microsoft,irrelevant,"Programa de Est\u00e1gio Microsoft - Inscrava-se ou Indique para um amigo: http://t.co/r1aVtYOf #est\u00e1gio #Microsoft"
microsoft,irrelevant,"""#Microsoft"
microsoft,irrelevant,"#Reflex Online is nu ook beschikbaar op #Microsoft Marketplace. Meer hierover op ons blog: http://t.co/OZkelPhS"
microsoft,negative,"RT @NielsMoelard: En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature # ..."
microsoft,positive,"#Microsoft  hat den Prototyp ihres OmniTouch vorgestellt. Dieser macht fast jede Oberfl\u00e4che zum Touchscreen. http://t.co/5370kR8v"
microsoft,negative,"En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature #microsoft"
microsoft,irrelevant,"Nuove #funzioni e qualche \u00abaggiustamento\u00bb: #Microsoft rilancia su Hotmail: Microsoft continua\u2026 http://t.co/JafjT8UB"
microsoft,irrelevant,"#Microsoft Research cumple 20 a\u00f1os. Una historia de importantes innovaciones tecnol\u00f3gicas. \u00a1Vamos por m\u00e1s! http://t.co/NWSTmMgC"
microsoft,irrelevant,"RT @StevenBouquet: BREKEND: #Microsoft en #Linux nu beiden in de aanbieding!  http://t.co/oyeqR80p"
microsoft,irrelevant,"Ahaaa! Ich hab mein Problemkind gefunden: KB2553065 ist der \u00dcbelt\u00e4ter. #microsoft #office #update"
microsoft,irrelevant,"""#Microsoft - Lanzara nueva tecnologia #Omnitouch que usa #Kinect: Si la tendencia son las pantallas touch o \""""Mul... http://t.co/A4aSHlF6"""
microsoft,irrelevant,"""@dryab \u0414\u0430"
microsoft,irrelevant,"MS\u793e\u306e\u300c\u305d\u308d\u305d\u308dXP\u3084\u3081\u3066\u300d\u306b\u30cd\u30c3\u30c8\u4f4f\u6c11\u300c\u306f\uff1f\u300d http://t.co/YGmidiiw #Microsoft #WindowsXP"
microsoft,negative,"Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj"
microsoft,irrelevant,"""#Microsoft'un destekledi\u011fi #OmniTouch Projector"
microsoft,irrelevant,"5 meses con una #Xbox y ya me ha corrompido el perfil 6 veces. As\u00ed como va a cambiar mi impresi\u00f3n de #Microsoft?"
microsoft,irrelevant,"""#dmo #it #cloud #Cloud_Computing #Google #Microsoft Ballmer"
microsoft,irrelevant,"RT @AvanadeSpain: RT @MuyCanal: MuyCanal: Avanade y Ferranti Computer ofrecen un #ERP basado en #Microsoft Dynamics  http://t.co/Maghjzc ..."
microsoft,positive,"IT-Concern enige #Microsoft dienstverlener in Gorinchem met 1 Gold & 3 Silver statussen #pinpoint  http://t.co/rIPJRmZS. Dat zegt genoeg!"
microsoft,irrelevant,"Kinect Sports 2 : Nos premi\u00e8res impressions http://t.co/lFXtQIVR #kinect #microsoft"
microsoft,irrelevant,"""RT @WindowsFrance: Avec OmniTouch"
microsoft,irrelevant,"""! RT @AlbertLorente: En Espa\u00f1a"
microsoft,irrelevant,"""Avec OmniTouch"
microsoft,irrelevant,"@renatomb estou me sentindo na #Microsoft - fazendo as escolhas por mim..."
microsoft,irrelevant,"RT @profissionaisti: http://t.co/1ioM4Fqs O que realmente pode mudar com o Windows 8 #windows8 #microsoft"
microsoft,irrelevant,"Betere #presentatie geven? Kijk eens naar de #microsoft #powerpoint #cursussen en #trainingen: http://t.co/fxbrysGk #cursusvoor"
microsoft,irrelevant,"RT @olafiolio: Hallelujah! RT @sammydekeijne Voor links van Martin #Microsoft zijn QR codes dan weer wel handig..in een publiek zoals di ..."
microsoft,irrelevant,"Op weg 020 meeting #microsoft. Ben benieuwd naar stavaza MD traject people managers. Morgen vlieg ik USA voor re\u00fcnie Class '86!!"
microsoft,irrelevant,"Hallelujah! RT @sammydekeijne Voor links van Martin #Microsoft zijn QR codes dan weer wel handig..in een publiek zoals dit althans :) #AUGNL"
microsoft,negative,"Voor die links van Martin #Microsoft zijn QR codes dan weer wel handig.. in een publiek zoals dit althans :) #AUGNL"
microsoft,irrelevant,"RT @MuyCanal: MuyCanal: Avanade y Ferranti Computer ofrecen un #ERP basado en #Microsoft Dynamics  http://t.co/MaghjzcS @msdynamicsspain #ax"
microsoft,irrelevant,"#OmniTouch - ekran dotykowy na d\u0142oni od #Microsoft. Czytaj wi\u0119cej @PGSTech http://t.co/Ec6mzWiz"
microsoft,irrelevant,"RT @zonaredcom: #Microsoft tiene un proyecto secreto para Kinect con las pel\u00edculas de #Pixar como protagonistas: http://t.co/0HhcjEgF"
microsoft,irrelevant,"RT @inkiworld: Zo leuk om te zien dat #Microsoft #Apple dingen na maakt en er vernieuwend in denkt te zijn :P #AUGNL"
microsoft,positive,"@Bob_Om ey bwana! what is? hehehe! Happy birthday my broda enjoy najua mostlikely umelink na manerds @dennisbett @Mwashinsky #Microsoft"
microsoft,irrelevant,"""RT @remcovandenhout: Meest comfortabele Touch area voor tablets"
microsoft,positive,"Nice. Duim navigatie voor de tablet apps :) #augnl #microsoft"
microsoft,irrelevant,"""#Microsoft y el nuevo #Omnitouch"
microsoft,irrelevant,"""@jordanomazzoni E pretendo em breve me certificar nas solu\u00e7\u00f5es de virtualiza\u00e7\u00e3o #Microsoft tamb\u00e9m"
microsoft,irrelevant,"Mooie mogelijkheden met #Microsoft Surface. Volgende stap: concept naar consument? http://t.co/qnqj5Ho0"
microsoft,irrelevant,"Nueva tecnolog\u00eda convierte cualquier superficie en una pantalla multitactil. http://t.co/EDibLL5V #Microsoft #omnitouch"
microsoft,positive,"#Avanade staat op 16 in de top 100 financieel krachtigste IT bedrijven! Boven moederbedrijven #Microsoft en #Accenture! http://t.co/z5k7qgux"
microsoft,irrelevant,"Christina Hendricks et Sean Faris dans NFS: C'est aujourd'hui qu'Electronic Arts a annonc\u00e9 q... http://t.co/1wh2g6Kd #Microsoft #Xbox360"
microsoft,irrelevant,"Bij #augnl #touchme #microsoft http://t.co/MA84ARZF"
microsoft,irrelevant,"Vanmiddag woon ik een #ETTU evenement over zaakgericht werken met #SharePoint2010 bij #microsoft op #schiphol bij"
microsoft,irrelevant,"RT @pimentacom: #CPqD e #Microsoft testam op\u00e7\u00e3o para banda larga. Leia mat\u00e9ria que foi destaque no Brasil Econ\u00f4mico: http://t.co/wImxVTlB"
microsoft,irrelevant,"""#Microsoft vi aspetta a #SMAU dal 19 al 21 ottobre http://t.co/lDhDVeWx"
microsoft,irrelevant,"#Apple es la firma tecnol\u00f3gica m\u00e1s valorada por delante de #Microsoft e #IBM http://t.co/7866c2bL #tecnify"
microsoft,irrelevant,"Que raroooo en #microsoft les funciona todo menos el departamento de bajas... Que casualidad!! Veremos ma\u00f1ana"
microsoft,positive,"Estoy flipando con #microsoft y #xbox no me dejan quitar mi tarjeta de credito para cobrarme la suscripcion gold!!! Maldito gates!!"
microsoft,irrelevant,"Un teclado t\u00e1ctil sobre cualquier superficie \u00b7 http://t.co/596vTdrm http://t.co/zhyeGWaZ #Microsoft #Tecnologia"
microsoft,irrelevant,"#Microsoft se r\u00e9jouit d\u2019avoir loup\u00e9 le rachat de #Yahoo!"
microsoft,irrelevant,"""Ballmer: \""""Necesitas ser un cient\u00edfico para manejar Android\"""" http://t.co/7iEeAtNR #Microsoft #Steve_Ballmer #SteveBallmer #Windows_Phone"""
microsoft,irrelevant,"IME\u306b\u79cb\u7530\u5f01\u8f9e\u66f8\u306a\u3093\u3066\u3042\u3063\u305f\u3089\u304a\u3082\u3057\u308d\u3044\u306e\u306b #Akita #IME #Microsoft"
microsoft,positive,"Top 10 de p\u00e1ginas web en las que invertimos m\u00e1s tiempo los espa\u00f1oles http://t.co/By5CAFSD via @trecebits #microsoft #tic"
microsoft,irrelevant,"#FailSteveJobs #Microsoft \u0e42\u0e14\u0e22 ARIP \u0e2e\u0e32\u0e46 \u0e21\u0e35\u0e2a\u0e31\u0e1a\u0e2a\u0e19\u0e19\u0e34\u0e14\u0e42\u0e2b\u0e19\u0e48\u0e22 XD cc @failinth =P http://t.co/zPzNMwVe"
microsoft,irrelevant,"""Microsoft OmniTouch"
microsoft,irrelevant,"\u0423\u043b\u0443\u0447\u0448\u0438\u043c \u043f\u0440\u043e\u0434\u0443\u043a\u0442\u044b \u043a\u043e\u043c\u043f\u0430\u043d\u0438\u0438 #Microsoft \u0432\u043c\u0435\u0441\u0442\u0435! http://t.co/TheQ6sG9"
microsoft,irrelevant,"""#Job #ICT Sachbearbeiter Immobilienbewirtschaftung (m/w): Gfeller Treuhand und Verwaltungs AG"
microsoft,irrelevant,"Unterst\u00fctzenswerte Aktion der #fsf+ http://t.co/RCOt2NWi #microsoft-"
microsoft,irrelevant,"""Steve Ballmer"
microsoft,irrelevant,"Un teclado tactil para cualquier superficie.. http://t.co/SQXjkJAo #microsoft"
microsoft,positive,"#Microsoft tester browser sikkerhet. Rart hvordan #IE9 plutselig ble best og langt bedre enn #Chrome og #Firefox. http://t.co/dUthF0nO"
microsoft,irrelevant,"""Wie gut"
microsoft,irrelevant,"Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT = fijn #Zwolle"
microsoft,irrelevant,"Il n'y a pas qu'\u00e0 la maison que #windows plante :D http://t.co/TYh0AbxL #bug #BSOD #microsoft #plantage #lieuxpublics"
microsoft,irrelevant,"sunt la http://t.co/x6icubdz #microsoft #events"
microsoft,irrelevant,"""RT @tinkengil: \u00c4hm ja"
microsoft,irrelevant,"""Conoce Microsoft Dynamics Nav"
microsoft,irrelevant,"""Une nouvelle interface #haptique sign\u00e9e #Microsoft et #CanergieMellon : #OmniTouch. Tactile et \""""wearable\"""" (cc @Billaut) http://t.co/6ODVjEQG"""
microsoft,irrelevant,"""Nieuw partnership  #DigiProfs "
microsoft,irrelevant,"""Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu"
microsoft,irrelevant,"""Wenn #Microsoft eine touchf\u00e4hige #Office Suite f\u00fcr iOS rausbringen w\u00fcrde"
microsoft,irrelevant,"#Forbes fordert Steve Ballmer zum R\u00fccktritt auf http://t.co/kpO2TPt9 via @forbes  #microsoft"
microsoft,irrelevant,"Management-Tool aus der Cloud: #Microsoft erweitert #Intune um Softwareverteilung und Remote Task http://t.co/b43OHRlQ @windows"
microsoft,irrelevant,"Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial f\u00fcr #Microsoft --&gt; http://t.co/29vCUgQz"
microsoft,irrelevant,"#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2jCbeJI #googletoolbar"
microsoft,irrelevant,"""Seg\u00fan el estudio KAR de Ipsos"
microsoft,irrelevant,"""En Espa\u00f1a"
microsoft,negative,"""#Job #ICT SAP Basis Administrator - SAP Platform & SOA: BROMsolutions AG "
microsoft,irrelevant,"""#GripmetICT"
microsoft,irrelevant,"Nos vid\u00e9os de Batman Arkham City http://t.co/07Pau5TJ #sony #microsoft #buzz"
microsoft,irrelevant,"Outlook Connector\u3092\u30a4\u30f3\u30b9\u30c8\u30fc\u30eb\u3059\u308b\u3068Outlook2007\u3067hotmail\u30a2\u30ab\u30a6\u30f3\u30c8\u304c\u5229\u7528\u3067\u304d\u308b\u2192\u30d6\u30e9\u30a6\u30b6\u3092\u7acb\u3061\u4e0a\u3052\u306a\u304f\u3066\u3082\u30e1\u30fc\u30eb\u3092\u95b2\u89a7\u3067\u304d\u308b #Microsoft #Office #Outlook"
microsoft,negative,"""seit #apple #facebook und #google die gro\u00dfen b\u00f6sen sind"
microsoft,irrelevant,"RT @MicrosoftSrbija: Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f"
microsoft,irrelevant,"Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f"
microsoft,irrelevant,"RT @RomanKrd: \u041d\u0430 Microsoft Management Summit 2011 \u043f\u0440\u043e\u0431\u043b\u0435\u043c\u044b \u0441 \u0438\u043d\u0442\u0435\u0440\u043d\u0435\u0442 #russia #microsoft"
microsoft,irrelevant,"Microsoft desarrolla una pantalla t\u00e1ctil proyectada sobre cualquier superficie http://t.co/Mg0iFSAo #microsoft #tecnologia #tic #omnitouch"
microsoft,irrelevant,"RT @arelance: #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb"
microsoft,positive,"Check this site\nhttp://t.co/1Sh9T5u8\nFor best soft weres.\n#microsoft \n#Prince_156"
microsoft,irrelevant,"#Skype ya es oficialmente parte de #Microsoft \u00bfUtilizas este servicio #voIP? \u00bfQue opini\u00f3n te merece esta adquisici\u00f3n? #tecnologia"
microsoft,irrelevant,"Definitivn\u00ed: #Skype pod #Microsoft. Co to pro n\u00e1s znamen\u00e1? - http://t.co/L5f00xew"
microsoft,irrelevant,"""Je moet er wel een mechanische papegaai voor op je schouder hebben"
microsoft,irrelevant,"Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft"
microsoft,irrelevant,"#Microsoft e #Adobe i pi\u00f9 danneggiati dalla #pirateria http://t.co/GLCjzqXG #mercato"
microsoft,irrelevant,"Microsoft ha migliorato la ricerca per la barra d\u2019avvio di Windows 8: Windows 8 abbatter\u00e0... http://t.co/9LEIev0n #windows #microsoft"
microsoft,irrelevant,"#Microsoft vend des licences d\u2019utilisation pour des softs qui ne lui appartiennent pas. : http://t.co/bc6v9hRT #korben"
microsoft,irrelevant,"http://t.co/k3quwgcu #url unblocker #microsoft proxy #proxy for orkut #gmail proxy microsoft proxy server unblocked proxy site freega..."
microsoft,negative,"RT @packard_bell: Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj"
microsoft,irrelevant,"RT @ricklennie: Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP"
microsoft,irrelevant,"""RT @puntogeek: Hace tiempo:: Seg\u00fan Microsoft"
microsoft,irrelevant,"Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP"
microsoft,irrelevant,"FOR SALE!!\n\nhttp://t.co/VqueOskE #ebaymobile #ebay #microsoft #apple #office #2011 #sale #new #original #mac"
microsoft,irrelevant,"#Google \u8ddf #Samsung \u4eca\u5929\u767c\u4f48\u4f7f\u7528 #Android 4.0 \u4f5c\u696d\u7cfb\u7d71\u7684 #Galaxy #Nexus \u2026 \u63a5\u4e0b\u4f86\uff0c\u860b\u679c\u53ca #Microsoft \u6703\u544a\u5169\u8005\u4fb5\u6b0a\u55ce\uff1f"
microsoft,irrelevant,"no es mucha  novedad que hotmail este down todos estos dias #Microsoft"
microsoft,irrelevant,"RT @packard_bell: #Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF"
microsoft,irrelevant,"""#Job #ICT System- und Netzwerk Spezialist/in: planova human capital ag"
